user_id,restaurants_id,name,ratings
c455e0d6,11,九州じゃんがら,2
c4cead91,11,九州じゃんがら,1
cc65d0bb,11,九州じゃんがら,4
cd9817e1,11,九州じゃんがら,4
cf2e9396,11,九州じゃんがら,5
d52a1432,11,九州じゃんがら,1
d69d53a0,11,九州じゃんがら,3
d6b74d0f,11,九州じゃんがら,4
d71049ff,11,九州じゃんがら,0
d8eb17f0,11,九州じゃんがら,4
db09cb37,11,九州じゃんがら,3
defcc318,11,九州じゃんがら,5
dfa71de6,11,九州じゃんがら,3
e046fff5,11,九州じゃんがら,4
e111641a,11,九州じゃんがら,3
e1daa3f6,11,九州じゃんがら,4
e1daf549,11,九州じゃんがら,2
e3175227,11,九州じゃんがら,4
e4c38a5f,11,九州じゃんがら,4
e67387cf,11,九州じゃんがら,2
e7415500,11,九州じゃんがら,4
ea80af8b,11,九州じゃんがら,5
eb2fb20f,11,九州じゃんがら,5
ec1dd63b,11,九州じゃんがら,3
ef4c914a,11,九州じゃんがら,2
efdf9d94,11,九州じゃんがら,3
f1e8fc95,11,九州じゃんがら,3
f4fe73be,11,九州じゃんがら,1
f6de5190,11,九州じゃんがら,1
fb0ee6c6,11,九州じゃんがら,3
fe58f1e8,11,九州じゃんがら,2
fe7ebd82,11,九州じゃんがら,3
008187df,12,赤のれん,4
019d8763,12,赤のれん,4
057843b8,12,赤のれん,3
06eb63db,12,赤のれん,3
141ffa5b,12,赤のれん,4
14cf4dfb,12,赤のれん,4
16eaf73d,12,赤のれん,4
1b08c946,12,赤のれん,3
2386e145,12,赤のれん,4
29ddcf98,12,赤のれん,4
2a9dee96,12,赤のれん,5
2d4317fe,12,赤のれん,0
2f99e63f,12,赤のれん,3
3033922e,12,赤のれん,3
342fbfdc,12,赤のれん,4
3684688c,12,赤のれん,5
3e6b3fe0,12,赤のれん,4
44991143,12,赤のれん,3
44b3476d,12,赤のれん,3
4c47c719,12,赤のれん,4
52b0aa74,12,赤のれん,5
52b3e33a,12,赤のれん,5
53947e48,12,赤のれん,2
5ee7390c,12,赤のれん,4
6432af74,12,赤のれん,3
6dbcb79f,12,赤のれん,2
6f4e92c3,12,赤のれん,5
7cbb3a6e,12,赤のれん,4
7ee54877,12,赤のれん,3
8a974dfe,12,赤のれん,3
9346ab0f,12,赤のれん,3
97b0be13,12,赤のれん,4
9b5dafc3,12,赤のれん,5
9ef01369,12,赤のれん,4
b8e00a9e,12,赤のれん,4
b9f45856,12,赤のれん,4
bd6dbd71,12,赤のれん,4
c1bf2414,12,赤のれん,5
d01a08a2,12,赤のれん,3
d6b74d0f,12,赤のれん,3
d78cd15e,12,赤のれん,4
dce34818,12,赤のれん,4
dce34818,12,赤のれん,4
e111641a,12,赤のれん,3
e49e348c,12,赤のれん,4
e53f883f,12,赤のれん,4
e604e848,12,赤のれん,3
ebf832ac,12,赤のれん,3
efdf9d94,12,赤のれん,3
01846f98,13,ザボン,4
29f128d7,13,ザボン,3
2d095963,13,ザボン,3
2f99e63f,13,ザボン,4
3175ec98,13,ザボン,2
3ffe9244,13,ザボン,2
475b8354,13,ザボン,4
5234723c,13,ザボン,4
5622fbab,13,ザボン,4
64705906,13,ザボン,3
65831ec5,13,ザボン,3
6f34c01f,13,ザボン,3
71be176f,13,ザボン,3
732e3748,13,ザボン,3
7cbb3a6e,13,ザボン,4
997069ec,13,ザボン,4
9b5dafc3,13,ザボン,3
afb5a01d,13,ザボン,2
b3dc44ed,13,ザボン,3
bf46bdaf,13,ザボン,2
c608b3f0,13,ザボン,3
cd9817e1,13,ザボン,4
dcf48333,13,ザボン,3
e245d526,13,ザボン,5
eaf1a996,13,ザボン,3
eaf3fe39,13,ザボン,2
f4207aee,13,ザボン,3
f5f441ef,13,ザボン,4
f6230960,13,ザボン,1
24b1d240,14,ずんどう屋,3
2f99e63f,14,ずんどう屋,4
6898c9da,14,ずんどう屋,3
7cbb3a6e,14,ずんどう屋,3
8a974dfe,14,ずんどう屋,3
9ef01369,14,ずんどう屋,3
c1ef6e5e,14,ずんどう屋,3
1234cdc2,15,ぶぶか,2
22c51096,15,ぶぶか,2
2b9f18bd,15,ぶぶか,4
2d990085,15,ぶぶか,2
2f99e63f,15,ぶぶか,3
31747222,15,ぶぶか,3
3ffe9244,15,ぶぶか,2
4a62cada,15,ぶぶか,4
4b793555,15,ぶぶか,2
4c578caa,15,ぶぶか,2
4f6f4c11,15,ぶぶか,4
6367c9fe,15,ぶぶか,2
64705906,15,ぶぶか,3
67142765,15,ぶぶか,3
6ab60d19,15,ぶぶか,4
6cfa4114,15,ぶぶか,3
7cbb3a6e,15,ぶぶか,3
8033a6c7,15,ぶぶか,1
9432a2a6,15,ぶぶか,2
9ca7efd3,15,ぶぶか,3
b06c7606,15,ぶぶか,3
b4d96238,15,ぶぶか,3
b51775e9,15,ぶぶか,3
b7921d95,15,ぶぶか,4
c31a81d4,15,ぶぶか,3
c608b3f0,15,ぶぶか,2
caf69d11,15,ぶぶか,5
d4256b19,15,ぶぶか,4
d69d53a0,15,ぶぶか,3
d7259e1c,15,ぶぶか,3
dfa040d0,15,ぶぶか,2
e3c15740,15,ぶぶか,2
e48f74bf,15,ぶぶか,2
ea710b6e,15,ぶぶか,3
ec13b95c,15,ぶぶか,3
ee2ba882,15,ぶぶか,1
f41060cc,15,ぶぶか,3
f9e796a9,15,ぶぶか,1
008154c4,16,ホープ軒本舗,3
05a4245f,16,ホープ軒本舗,3
099403fd,16,ホープ軒本舗,2
0e40f174,16,ホープ軒本舗,5
102e82c6,16,ホープ軒本舗,3
1a12db7d,16,ホープ軒本舗,3
1f282efb,16,ホープ軒本舗,3
27f1df38,16,ホープ軒本舗,2
29bca7f7,16,ホープ軒本舗,3
2b9f18bd,16,ホープ軒本舗,4
2b9f18bd,16,ホープ軒本舗,4
2f99e63f,16,ホープ軒本舗,3
33d6b347,16,ホープ軒本舗,3
36480ff3,16,ホープ軒本舗,1
3ffe9244,16,ホープ軒本舗,1
4b793555,16,ホープ軒本舗,3
4c578caa,16,ホープ軒本舗,3
4ea9cdb6,16,ホープ軒本舗,3
4f6f4c11,16,ホープ軒本舗,3
52b0aa74,16,ホープ軒本舗,3
5cec46e8,16,ホープ軒本舗,4
66f5ae91,16,ホープ軒本舗,2
67142765,16,ホープ軒本舗,0
72534c6e,16,ホープ軒本舗,3
7cbb3a6e,16,ホープ軒本舗,2
8033a6c7,16,ホープ軒本舗,2
84765557,16,ホープ軒本舗,4
86e2515a,16,ホープ軒本舗,2
90ab2742,16,ホープ軒本舗,1
9432a2a6,16,ホープ軒本舗,2
9b9fb0a1,16,ホープ軒本舗,2
9ca7efd3,16,ホープ軒本舗,2
9e5b21a3,16,ホープ軒本舗,1
a4c4b98e,16,ホープ軒本舗,2
a5fa8279,16,ホープ軒本舗,2
b06c7606,16,ホープ軒本舗,2
b7921d95,16,ホープ軒本舗,2
bfb3ea49,16,ホープ軒本舗,3
c608b3f0,16,ホープ軒本舗,2
cbb37ecc,16,ホープ軒本舗,1
cd9817e1,16,ホープ軒本舗,3
cf08c5a3,16,ホープ軒本舗,2
d6b74d0f,16,ホープ軒本舗,0
e7fb7d53,16,ホープ軒本舗,2
efdf9d94,16,ホープ軒本舗,2
f5292cd9,16,ホープ軒本舗,2
f6de5190,16,ホープ軒本舗,3
f9e796a9,16,ホープ軒本舗,2
fa8d551d,16,ホープ軒本舗,2
2e11c4b1,17,ラージマハール,3
2f99e63f,17,ラージマハール,5
3bb5d51d,17,ラージマハール,3
74476a0f,17,ラージマハール,4
814b974d,17,ラージマハール,5
97928f07,17,ラージマハール,5
af6b96d1,17,ラージマハール,5
b08dd988,17,ラージマハール,3
bfb333f9,17,ラージマハール,4
c888f33b,17,ラージマハール,5
cf2bcc63,17,ラージマハール,5
f64719ac,17,ラージマハール,4
f9385879,17,ラージマハール,4
008154c4,18,共栄堂,5
05530361,18,共栄堂,4
09127da3,18,共栄堂,3
0e20ae12,18,共栄堂,3
0f0f8337,18,共栄堂,3
102e82c6,18,共栄堂,2
10e67d78,18,共栄堂,5
12f0d161,18,共栄堂,4
15a85b9d,18,共栄堂,3
172ab721,18,共栄堂,1
1a43da34,18,共栄堂,3
1ae2ec99,18,共栄堂,3
1c0e79b2,18,共栄堂,2
1ea93903,18,共栄堂,4
1ef45a1a,18,共栄堂,4
1f6548c7,18,共栄堂,4
253d0339,18,共栄堂,3
2a90744f,18,共栄堂,3
2dbfc7c9,18,共栄堂,5
2ddc9b18,18,共栄堂,5
2f99e63f,18,共栄堂,3
36480ff3,18,共栄堂,4
3681f11a,18,共栄堂,5
3bb5d51d,18,共栄堂,4
3d29f7d4,18,共栄堂,2
3d904f69,18,共栄堂,4
3e07303b,18,共栄堂,5
41181669,18,共栄堂,3
43e4d9e0,18,共栄堂,2
467c9017,18,共栄堂,5
46e3f4a6,18,共栄堂,3
4a3506d5,18,共栄堂,4
4b793555,18,共栄堂,4
4c1a1e42,18,共栄堂,4
4c5e47cf,18,共栄堂,5
548d94a3,18,共栄堂,5
589286a2,18,共栄堂,2
5a07ca58,18,共栄堂,4
5aeb7282,18,共栄堂,5
5cc09fce,18,共栄堂,4
5cec46e8,18,共栄堂,3
5f803251,18,共栄堂,5
60809bb6,18,共栄堂,3
615c4be9,18,共栄堂,3
615c4be9,18,共栄堂,3
615c4be9,18,共栄堂,3
615d8b23,18,共栄堂,1
6199f0e1,18,共栄堂,3
624030d8,18,共栄堂,4
64a39b13,18,共栄堂,3
6651b176,18,共栄堂,1
671d96b4,18,共栄堂,1
685fd62f,18,共栄堂,3
6887a5b7,18,共栄堂,2
693e70d0,18,共栄堂,3
69fef7c4,18,共栄堂,4
6ce310bf,18,共栄堂,4
6dbcb79f,18,共栄堂,3
6f4e92c3,18,共栄堂,3
